,image_id,justification,level_2,text
749,IMG_5721,J_Denial,1,"We have discovered a little detail about the three internees ment- 
ioned in the ""Sunday Times"" article quoted by the Leader of the Opposition in yesterday’s debate. 
I attach a note which reveals very little about 
the reasons for the three men being interned but does set at rest any anxiety about their physical condition."
756,IMG_5722,J_Denial,1,"Page 1 : (0,0) - (589,786)"
757,IMG_5722,J_Denial,2,"Co1 t to ^^f r.at :v-efx’ T -de h.ve boon GIVn t-hfolowItl; infomation by th Nrthern Irclund 
Covemment in Connection with todny*a Fras Report appoaring in the N.ornin; star abaut coaditiona at LongKeh. 
’here -ro 40 on at preoent accoanodated in hut* originally l;nmned for 
34, but only parts of the crmp uve been coapleted on1 it in ereated that with the comploticn of furthor buildin, work In a fortnigbt’ timthia poition ill be rlt edvL 
14hto thorufore hao 
Co.ng i.s not done by electricity Hlat. by..calor gas. and the un of sorch no ffect on the power availzblo n theo 
.- houcobt 
there are electric hotplatea in the meca hall* and those doveloped a fault yecaterday hilch waa put rIght today. 
acez are standard arg. issiue. 4. 
(zClotn’ nternoea were allowod to bring with them all the clothina they had in ’heir- 
posotwionz. Those uha wioh to obtain a chnm of clotha ctn do so by havbin other c’armenta brou ht in by relations or frienda; alternativelyit thia is not josible clothing is lsued to them. 
5. 
:t;Thy were allowed to tUe in with the books they olready po=nesed and 
further auppla aro .bein- provided at L4on3 Korh a aoo a posible. 75 ews. papera are beins provided free of chAre dr.ly."
763,IMG_5723,J_Denial,1,"Page 1 : (0,0) - (594,793)"
764,IMG_5723,J_Denial,2,"Alr;;o tcIision and a radio oro provided in each hut. All ar IA Cool workin ,order. 
7.-Hetn iuts aro electrically heated and standarde ro conidered adqquate. 
8. earching Thes sercing o vitor ia inevtaein prent crmtaces. 
P LiifyHON 21 sente-te:r 19= 
cc. r ’Woodfield r Lindley 
bra irleson"
770,IMG_5729,J_Denial,1,"But we all deplore the circumstances 
which have led to internment; /and we welcome the assurance of the Government of Northern Ireland that every effort will be made to ensure that all those who wish to avail themselves of their statutory right to appeal against their continued detention will be enabled to do so as rapidly as possible and that the number of those held in internment will be reduced to the minimum constituting an indisputable threat to public security]."
777,IMG_6143,J_Denial,1,"It does not, however, follow that the procedure applied 
in the case of Mr. McElduff has to be applied in the case of the other 97. 
case, he was not interned but was kept in detention. 
Because he was known to be bringing this The 
other 97 have, however, since been interned and the Northern Ireland Government have been advised by their lawyers that the internment cancels out any defect in the arresting procedure at the time of detention."
784,IMG_6175,J_Denial,1,"Internees were all given notice of their rights and were allowed legal advice in the preparation of their cases; but legal representation was not allowed at their appearance before the Committee, which was conducted in strict confidence with only the members of the Committee present, each of whom was provided with the relevant documents."
791,IMG_6196,J_Denial,1,"LATER THE COMMITTEE, AFTER CONSULTING THEIR FELLOW INTERNEES TOLD THE DELEGATION THAT THEY WERE NOT WELCOME IN THEIR WING OF THE PRISON. OTHER INTERNEES VOCALLY SUPPORTED THEM. THE DELEGATION DID NOT GO IN, BUT I GATHER THEY BELIEVE CONDITIONS THERE TO BE GOOD, APPRECIATE THE EFFORTS MADE TO HELP FAMILIES OF INTERNEES. INTERNEES DI D NOT GET MUCH SYMPATHY FOR THEIR GAKBMBBBYKHSM 
IW 
ONE MEAL HUNGER STRIKE OR THE CHANG EEEEE CHANTING STAGED FOR THE MPS."
798,IMG_5121,J_Denial,1,"peration, which was one of considerable difficulty and danger, was accomplished in a creditable manner."
799,IMG_5121,J_Denial,2,I think the House on studying the Report will conclude that this
805,IMG_5127,J_Denial,1,"As for the handful of cases where the Compton Committee thought 
that people suffered ill-treatment at the time of arrest or at a Regional Holding Centre - for example, the case of Mr. Cummings who was hooded and bound as a military precaution -, I can only say that it speaks volumes for the discipline and common sense of the many soldiers who were engaged in this large-scale and dangerous operation in which a total of 342 arrests were made that there were so very few cases of this kind and that when they did occur, on no occasion, in the Committee’s view, was ill-treatment deliberate."
812,IMG_5141,J_Denial,1,"troops behaved brutally while carrying out arrests have not been Substantiated. In only two cases 
- 
No. As the Compton Report makes clear, the allegations that those of Mr. Cummings and Mr. 
Gilmore - did the Committee find that those arrested had suffered a measure of physical ill-treatment at the time of arrest, and this 
was not deliberate. When this is set against the total of 342 arrests which the troops made on 9 August, I can see little reason for changing the Army’s orders about arresting people."
813,IMG_5141,J_Denial,2,"What about alleg ations that in several cases the Army arrested the wrong men or seized relatives if they could not get the person they wanted? 
A. In an operation of the kind that was carried out on 9 August 
there were bound to be some cases of mistaken identity. More often than not these could not be sorted out on the snot but once it was established that an arrested man was not the person who was wanted he was released. 
I am not aware of any cases where it has been shown that troops 
arrested people who were not wanted simply because they could not find the person they were looking for."
819,IMG_5165,J_Denial,1,"Despite 
provocations of which the Press and other public media give us daily evidence, those responsible for arrests have carried out their duties with a high regard for humanitarian principles."
826,IMG_6609,J_Development-Unity,1,"My Lords, moving on from that time to the present, I think it might be helpful if I were first to describe the current security situation - 
since, however much we may 
recognise that there can be no purely military solution, it remains vital to realise that the pace of progress in the political (and for that matter the economic) fields is very largely dictated by the state of security,"
833,IMG_2162,J_Development-Unity,1,"If Northern Ireland is to survive and prosper, two things 
are essential. We must sustain a continuing programme of economic and soial development, and we must find the means to create a more united society here 
- one in which all men of 
good will, however divergent their legitimato political views may participate to the full. These things are, and will continue to be, the aims of our policy."
834,IMG_2162,J_Development-Unity,2,"Neither will be possible in a climate of terrorism and 
violence. The outrages to which we have been subjected now threaten our economic life and create every day deeper divisions and antagonism within our community."
840,IMG_2163,J_Development-Unity,1,ut at risk the jobs and the whole future of entire communities.
847,IMG_2164,J_Development-Unity,1,"Because of this, and taking into account also the further damage which any serious public disorder however occasioned would do to commerce, industry and indeed the community as a whole."
854,IMG_2165,J_Development-Unity,1,"I appeal to you to come out and join us in building this community up again: not to restore it simply to what it was, for many of us in the past have failed each other, but to build it on better, sounder and stronger lines. Unless you take the place in our community which awaits you, all of us will be the losers."
855,IMG_2165,J_Development-Unity,2,Over the last couple of year we have taken many steps to make it clear that we want (following word underlined) all the people of Northern Ireland to play a part in administering and developing the country. But neither changes in law nor changes in administrative structures can unite his community until we
861,IMG_2166,J_Development-Unity,1,"dfet - ad snite to defeat - those violent non who seek 
to is’vde r..."
862,IMG_2166,J_Development-Unity,2,"For force stands in the way of all rcgres and the nen of force, whatever their Pr0te""tations, arc the erettiea of us all."
868,IMG_2168,J_Development-Unity,1,"MR. FAUL K SAID T1E OUTRAGES TO WHICH THE ULSTER 
PEOPLE HAD BEEN SUBJECTED No THFEATEED THEIR ECONOMIC LIFE"
875,IMG_2193,J_Development-Unity,1,"their campaign have made it impossible for him to resist the pressures on him, not only from his political supporters but from the business community and others whos lives are being disrupted, for more drastic action."
882,IMG_2194,J_Development-Unity,1,"Our hope. certainly is that they can be strictly: temporary, and will serve to reestalbish a situation in which the many social and other reforms that have been introduced are recognised at their true value, and progress can again be resumed on the task of building more harmonious inter-community relations in Northern Ireland."
