,Unnamed: 0,image_id,file_id,img_file_orig,file_start_year,file_start_month,file_end_year,file_end_month,date_coded,occurances,text,clean_text,justification_J_Denial,justification_J_Development-Unity,justification_J_Emergency-Policy,justification_J_Intelligence,justification_J_Intl-Domestic_Precedent,justification_J_Last-resort,justification_J_Law-and-order,justification_J_Legal_Procedure,justification_J_Misc,justification_J_Political-Strategic,justification_J_Terrorism,justification_J_Utilitarian-Deterrence,justification_cat
66,66,IMG_2265,DEFE_24_1214,IMG_2265_DEFE_24_1214,1971,1,1971,12,,2,"the Ministry of Defence have a separate though related 
interest in the accommodation which an intrnent camp vould provide, as a means of oupplomonting, and to the extent of ono major unite worth, replacing, temporary and sub-standard accommodation.
",the ministry of defence have a separate though related interest in the accommodation which an intrnent camp vould provide as a means of oupplomonting and to the extent of ono major unite worth replacing temporary and substandard accommodation,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
67,67,IMG_2265,DEFE_24_1214,IMG_2265_DEFE_24_1214,1971,1,1971,12,,3,"to authenticate the cover story, it i essential that 
the camp should be soen to be performing its secondary role; it will, thereforoQ need to be ocupid, as much as possible, by British troops=
",to authenticate the cover story it i essential that the camp should be soen to be performing its secondary role it will thereforoq need to be ocupid as much as possible by british troops,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
68,68,IMG_2265,DEFE_24_1214,IMG_2265_DEFE_24_1214,1971,1,1971,12,,4,"because it is temporary accommodation, and not deigned to troop requirements‰Ûªor standard, and because‰Ûªthere is no security of ‰Ûªtenure (le troops would have to vaoato it if i -ere required for its primary role),",because it is temporary accommodation and not deigned to troop requirementsor standard and becausethere is no security of tenure le troops would have to vaoato it if i ere required for its primary role,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
69,69,IMG_2272,DEFE_24_1214,IMG_2272_DEFE_24_1214,1971,1,1971,12,No_date,1,"If in the event it were not needed for this primary purpose it would provide emergency accommodation of a reasonable standard for use by a battalion.
",if in the event it were not needed for this primary purpose it would provide emergency accommodation of a reasonable standard for use by a battalion,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
70,70,IMG_2272,DEFE_24_1214,IMG_2272_DEFE_24_1214,1971,1,1971,12,No_date,2,"It could be built in such a way that the external signs of its use as an internment camp 
- for example, guard towers and corrugated iron fencing - could be left for erection only when this 
use was intended; and that the internal facilities required in this event 
an alternative legitimate designation. 4. 
- e.g. reception centre, refractory cell block - could be given",it could be built in such a way that the external signs of its use as an internment camp  for example guard towers and corrugated iron fencing  could be left for erection only when this use was intended and that the internal facilities required in this event an alternative legitimate designation 4  eg reception centre refractory cell block  could be given,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
71,71,IMG_2273,DEFE_24_1214,IMG_2273_DEFE_24_1214,1971,1,1971,12,,1,"The Home Office (Prison Department‰Ûªs) advice is that the accommoda- 
tion would be defensible on humanitarian grounds. The proposed arrangements will however be examined in greater detail and any necessary changes reflected in the design. (The examination will also cover the associated problem of privileges).",the home office prison departments advice is that the accommoda tion would be defensible on humanitarian grounds the proposed arrangements will however be examined in greater detail and any necessary changes reflected in the design the examination will also cover the associated problem of privileges,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
72,72,IMG_2274,DEFE_24_1214,IMG_2274_DEFE_24_1214,1971,1,1971,12,,1,"It is therefore considered that it would be a prudent precaution to start work on a new camp as soon as possible: a. 
to ensure that a properly secure camp, with living 
conditions about which there would be no legitimate grounds for complaint, is available,",it is therefore considered that it would be a prudent precaution to start work on a new camp as soon as possible a to ensure that a properly secure camp with living conditions about which there would be no legitimate grounds for complaint is available,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
73,73,IMG_2276,DEFE_24_1214,IMG_2276_DEFE_24_1214,1971,1,1971,12,No_date,1,"All the facilities for the internees and their custodians can be 
designed to double for Service accommodation so that the camp can be used for that purpose.",all the facilities for the internees and their custodians can be designed to double for service accommodation so that the camp can be used for that purpose,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
74,74,IMG_2278,DEFE_24_1214,IMG_2278_DEFE_24_1214,1971,1,1971,12,,1,The standards of living and recreation space and other amenities are considered to be adequate and defensible but will need to be confirmed.,the standards of living and recreation space and other amenities are considered to be adequate and defensible but will need to be confirmed,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
75,75,IMG_2279,DEFE_24_1214,IMG_2279_DEFE_24_1214,1971,1,1971,12,,1,"the disadvantages of MAIDSTONE are: a. 
it can only take 150 internees immediately. b. it would be unsatisfactory for internees for more than 
about one month. c. 
it would provide internees accommodation at the expense of Army requirements.",the disadvantages of maidstone are a it can only take 150 internees immediately b it would be unsatisfactory for internees for more than about one month c it would provide internees accommodation at the expense of army requirements,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
76,76,IMG_2285,DEFE_24_1214,IMG_2285_DEFE_24_1214,1971,1,1971,12,1971-03,1,"The Army authorities in Northern Ireland who were associated with the examination are satisfied that they could arrange for exercises, visiting, interrogation and medical services on an ad hoc basis for the comparatively short period while the MAIDSTONE would be used for this purpose.",the army authorities in northern ireland who were associated with the examination are satisfied that they could arrange for exercises visiting interrogation and medical services on an ad hoc basis for the comparatively short period while the maidstone would be used for this purpose,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
77,77,IMG_2287,DEFE_24_1214,IMG_2287_DEFE_24_1214,1971,1,1971,12,1971-03,1,"Further facilities for visitors, interviewing, separation 
prior to interview, exercise (jetty or quarter deck), medical services, would be dealt with on ad hoc basis",further facilities for visitors interviewing separation prior to interview exercise jetty or quarter deck medical services would be dealt with on ad hoc basis,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
78,78,IMG_2289,DEFE_24_1214,IMG_2289_DEFE_24_1214,1971,1,1971,12,1971-03,1,"modifications would be needed before ehe c 
safelyy be-used for that purpose.",modifications would be needed before ehe c safelyy beused for that purpose,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
79,79,IMG_2290,DEFE_24_1214,IMG_2290_DEFE_24_1214,1971,1,1971,12,No_date,1,The Home Office official was most unhappy with this definition and believed that there would be humanitarian pressures to provide for creature comforts.,the home office official was most unhappy with this definition and believed that there would be humanitarian pressures to provide for creature comforts,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
80,80,IMG_2293,DEFE_24_1214,IMG_2293_DEFE_24_1214,1971,1,1971,12,No_date,1,"Cover Story. If preparations reach the actual construe 
tion stage and secrecy remains paramount it is clear that some cover story would need to be devised. Some sites will lend themselves better to this than others (but see para 4 below).",cover story if preparations reach the actual construe tion stage and secrecy remains paramount it is clear that some cover story would need to be devised some sites will lend themselves better to this than others but see para 4 below,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
81,81,IMG_2294,DEFE_24_1214,IMG_2294_DEFE_24_1214,1971,1,1971,12,,1,"g. Political Involvement. 
wish to consider how far they are prepared to associate themselves with controversial measures taken by the Northern Ireland Government. In itably the security forces would be involved to some degree; but there is a difference between assisting in rounding up and guarding internees and providing a Service facility for an internment site.",g political involvement wish to consider how far they are prepared to associate themselves with controversial measures taken by the northern ireland government in itably the security forces would be involved to some degree but there is a difference between assisting in rounding up and guarding internees and providing a service facility for an internment site,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
82,82,IMG_2295,DEFE_24_1214,IMG_2295_DEFE_24_1214,1971,1,1971,12,,1,"Page 1 : (104,207) - (490,236)
",,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
83,83,IMG_2295,DEFE_24_1214,IMG_2295_DEFE_24_1214,1971,1,1971,12,,2,This would be bound to attract public comment and it would be impossible to keep the true reason for the work from becoming known. (Note: recent military visits to Rathlin Island have already led to public speculation whether an internment camp was being contemplated there).,this would be bound to attract public comment and it would be impossible to keep the true reason for the work from becoming known note recent military visits to rathlin island have already led to public speculation whether an internment camp was being contemplated there,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
84,84,IMG_2296,DEFE_24_1214,IMG_2296_DEFE_24_1214,1971,1,1971,12,,1,"hese camps are earmarked as accommodation for reinforcing units. All would be needed if force levels in the Province were. 
required to be increased to 15 battalions this requirement might arise in the circumstances, or as a result of the circumstances in which internment was authorised
",hese camps are earmarked as accommodation for reinforcing units all would be needed if force levels in the province were required to be increased to 15 battalions this requirement might arise in the circumstances or as a result of the circumstances in which internment was authorised,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
85,85,IMG_2296,DEFE_24_1214,IMG_2296_DEFE_24_1214,1971,1,1971,12,,2,"security arrangements could be strengthened to receive 
internees under cover of providing measures to provide greater military preparedness;",security arrangements could be strengthened to receive internees under cover of providing measures to provide greater military preparedness,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
86,86,IMG_4922,PREM_15_475,IMG_4922_PREM_15_475,1971,2,1971,3,,1,he Lord Chancellor tells me that it would be possible to devise a procedure for such circumstances which could nevertheless be regarded as judicial. The procedure would have to be very different from court procedure as known in this country. It would be inquisitorial; the court would be able to ask the accused questions and draw inferences from refusal to answer; material provided on deposition could also be put to the accused. We might also provide that hearsay evidence was to be admissible (and this would undoubtedly increase the number of cases in which we might look for a conviction). The court would need to be given power to impose a sentence instead of an open-ended internment order.,he lord chancellor tells me that it would be possible to devise a procedure for such circumstances which could nevertheless be regarded as judicial the procedure would have to be very different from court procedure as known in this country it would be inquisitorial the court would be able to ask the accused questions and draw inferences from refusal to answer material provided on deposition could also be put to the accused we might also provide that hearsay evidence was to be admissible and this would undoubtedly increase the number of cases in which we might look for a conviction the court would need to be given power to impose a sentence instead of an openended internment order,1,0,0,0,0,0,0,0,0,0,0,0,J_Denial
